Score;Genres;Type;Episodes;Studios;Source
6.07;Fantasy, Game, Comedy;TV;12;Gonzo, Palm Studio;Game
6.07;Action, Adventure, Drama, Sci-Fi;OVA;1;Madhouse;Manga
6.07;Hentai;OVA;2;Unknown;Visual novel
6.07;Action, Sci-Fi, Ecchi, Mecha;OVA;3;AIC;Manga
6.07;Comedy, Fantasy;TV;39;Mushi Production;Unknown
6.07;Comedy;TV;52;Telescreen;Unknown
6.07;Action, Adventure, Romance, Sci-Fi;Movie;1;Madhouse;Novel
6.07;Adventure, Cars, Kids;TV;130;Nippon Animation;Unknown
6.07;Harem, Music, Ecchi, Fantasy, Seinen;Music;4;Shaft;Manga
6.07;Horror, Demons;TV;26;Dai-Ichi Douga;Original
6.07;Dementia, Horror, Psychological;OVA;3;Group TAC;Other
6.07;Action, Sci-Fi, Mecha;Movie;1;Unknown;Unknown
6.07;Adventure;Movie;1;Sunrise;Unknown
6.07;Action, Fantasy, Mecha, Military, Supernatural, Sci-Fi;Movie;1;Unknown;Unknown
6.07;Adventure, Comedy;Special;1;Unknown;Unknown
6.07;Hentai;OVA;2;Unknown;Visual novel
6.07;Comedy;Movie;1;Toei Animation;Original
6.07;Action, Sci-Fi, Adventure, Mecha;TV;52;Tatsunoko Production;Original
6.07;Action, Comedy, Fantasy, Magic, School;OVA;1;AIC PLUS+;Game
6.07;Historical, Fantasy;Movie;1;Toei Animation;Other
6.07;Adventure, Comedy, Fantasy, Horror, Supernatural;Movie;1;Toei Animation;Unknown
6.07;Music;Music;1;Studio Ghibli;Music
6.07;Comedy, Sci-Fi, Shounen;Movie;1;Toei Animation;Manga
6.07;Comedy, Sci-Fi, Shounen;Movie;1;Toei Animation;Manga
6.07;Hentai;OVA;2;Unknown;Visual novel
6.07;Action, Comedy, Super Power, Seinen;TV;13;Shin-Ei Animation;Unknown
6.07;Supernatural;Movie;1;Unknown;Unknown
6.07;Historical;TV;12;Unknown;Unknown
6.07;Adventure, Comedy, Mystery, Police, Shounen;ONA;2;TMS Entertainment;Unknown
6.07;Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo;TV;26;Milky Cartoon, LMD;Unknown
6.07;Adventure, Kids;Movie;1;Unknown;Unknown
6.07;Horror, School;OVA;1;Asread;Visual novel
6.07;Shounen;Special;13;TMS Entertainment;Unknown
6.07;Harem, Mystery, Romance, Fantasy, Josei;TV;12;Brain's Base;Visual novel
6.07;Comedy, Ecchi, Parody, School, Shounen;Special;5;AIC Classic;Manga
6.07;Action, Martial Arts, Historical, Shounen;OVA;1;Unknown;Unknown
6.07;Hentai;OVA;1;Unknown;Unknown
6.07;Kids, Adventure, Fantasy;Movie;1;Unknown;Unknown
6.07;Drama, Romance;Special;12;Zexcs;Unknown
6.07;Sci-Fi;ONA;3;Production I.G;Original
6.07;Slice of Life, Kids;OVA;1;Lerche;Original
6.07;Sci-Fi, Comedy, Shounen;Special;1;Toei Animation;Manga
6.07;Music;Music;1;Unknown;Unknown
6.07;Action, Sci-Fi;ONA;1;A-1 Pictures;Unknown
6.07;Comedy, Parody, Mecha;ONA;15;Unknown;4-koma manga
6.07;Comedy, Parody, Mecha;ONA;17;Unknown;Manga
6.07;Fantasy;ONA;3;Unknown;Game
6.07;Action, Fantasy, Shounen;Special;3;Toei Animation;Manga
6.07;Romance;ONA;1;dwarf;Original
6.07;Music;Music;1;Unknown;Music
6.07;Comedy;Movie;3;Kyoto Animation;Unknown
6.07;Hentai;OVA;4;SELFISH;Game
6.07;Hentai;OVA;2;Unknown;Manga
6.07;Fantasy;TV;12;Asahi Production;Game
6.07;Music;Music;1;HOTZIPANG;Original
6.07;Slice of Life, Historical, Drama, Romance;ONA;7;Wawayu Animation;Original
6.07;Music;Music;1;Unknown;Unknown
8.06;Slice of Life, Psychological, Drama, Shounen;TV;12;Orange;Manga
6.06;Action, Adventure, Fantasy, Magic, Supernatural;Movie;1;Triangle Staff;Unknown
6.06;Comedy, Sci-Fi, Slice of Life;OVA;1;Daume;Manga
6.06;Action, Demons, Horror, Shounen, Supernatural;TV;13;Magic Bus;Manga
6.06;Hentai, School;OVA;2;AT-2;Visual novel
6.06;Action, Fantasy;ONA;1;Unknown;Unknown
6.06;Slice of Life, Music;Music;1;Ishikawa Pro;Manga
6.06;Fantasy, Magic, Comedy;Movie;1;J.C.Staff;Game
6.06;Action, Adventure, Comedy, Fantasy, Romance;OVA;2;animate Film;Game
6.06;Comedy, Historical;TV;12;TNK;Unknown
6.06;Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power;OVA;3;Unknown;Manga
6.06;Hentai;OVA;3;Unknown;Visual novel
6.06;Hentai;OVA;3;Arms;Visual novel
6.06;Adventure, Comedy, Fantasy, Hentai;OVA;4;Unknown;Visual novel
6.06;Sci-Fi, Adventure;TV;26;Studio Zero;Original
6.06;Kids, Adventure, Comedy;TV;13;Nippon Animation;Unknown
6.06;Adventure, Historical, Drama;Special;1;Toei Animation;Novel
6.06;Comedy, Parody, Romance, School, Shounen;Movie;1;Unknown;Manga
6.06;Hentai, Yuri;OVA;2;Unknown;Visual novel
6.06;Action, Martial Arts;Special;1;Toei Animation;Unknown
6.06;Music;Music;1;Unknown;Unknown
6.06;Comedy, Fantasy;Movie;1;Unknown;Unknown
6.06;Ecchi, Comedy, Super Power, Supernatural;Special;1;Doga Kobo;Visual novel
6.06;Adventure, Mecha, Sci-Fi, Shounen;TV;26;Nippon Animation;Unknown
6.06;Comedy, Super Power;TV;119;Shin-Ei Animation;Manga
6.06;Hentai;OVA;2;Studio 9 MAiami;Visual novel
6.06;Fantasy, Magic, Shoujo;ONA;1;Toei Animation;Original
6.06;Action, Comedy;TV;13;DLE;Game
6.06;Action, Adventure, Ecchi, Fantasy;OVA;4;Arms;Other
6.06;Sci-Fi, Comedy, Mecha;Special;1;Production I.G;Unknown
6.06;Music;Special;1;ufotable;Manga
6.06;Sci-Fi, Psychological, Drama, Shounen Ai;Special;1;NAZ;Visual novel
6.06;Comedy, Parody;Special;2;Unknown;Original
6.06;Slice of Life, Comedy, Seinen;OVA;1;Unknown;Unknown
6.06;Comedy;Special;1;Creators in Pack;Web manga
6.06;Hentai;OVA;2;Unknown;Manga
6.06;Music;Music;1;Unknown;Original
6.06;Slice of Life;TV;12;Charaction;Manga
6.06;Action, Adventure, Demons, Magic, Martial Arts, Fantasy;TV;13;Studio Deen;Game
6.06;Military, Slice of Life, Drama, Fantasy, Mecha;TV;12;Tatsunoko Production;Original
6.06;Game, Fantasy;ONA;1;Unknown;Game
6.06;Dementia, Psychological, Drama;ONA;1;Unknown;Original
6.06;Action, Police, Vampire, Fantasy;OVA;1;Unknown;Original
6.05;Kids, Comedy;TV;12;Unknown;Unknown
6.05;Comedy, Drama, Mecha, Sci-Fi;OVA;1;Group TAC, View Works;Visual novel
6.05;Comedy, Ecchi, Slice of Life;TV;16;Triangle Staff, Studio Wombat;Manga
6.05;Historical, Military;Special;1;T.P.O;Unknown
6.05;Comedy, Ecchi, Romance, Sci-Fi;OVA;1;Tokyo Kids;Original
6.05;Action, Mecha, Sci-Fi, Shounen;OVA;1;Unknown;Unknown
6.05;Action, Parody;OVA;1;Gainax;Other
6.05;Action, Sci-Fi, Demons;OVA;1;Production Reed;Other
6.05;Mecha, Sci-Fi, Shounen;TV;24;Unknown;Unknown
6.05;Hentai;OVA;2;Unknown;Visual novel
6.05;Hentai;OVA;2;Unknown;Visual novel
6.05;Action, Romance, Samurai, Sci-Fi;Special;1;CoMix Wave Films;Original
6.05;Slice of Life, Comedy, Shoujo;TV;54;Toei Animation;Manga
6.05;Hentai;OVA;1;T-Rex;Visual novel
6.05;Adventure, Kids, Drama, Fantasy;Movie;1;Studio Korumi;Book
6.05;Adventure, Comedy, Fantasy, Kids, Magic;TV;200;Unknown;Unknown
6.05;Comedy, Magic, Shoujo;OVA;1;Studio Pierrot;Original
6.05;Action, Adventure, Fantasy, Kids, Supernatural;Movie;1;Toei Animation;Original
6.05;Comedy, Historical, Samurai, Seinen;Movie;1;Madhouse, Toei Animation;Manga
6.05;Hentai;OVA;3;Unknown;Original
6.05;Dementia, Drama;Movie;1;Unknown;Original
6.05;Magic;TV;12;J.C.Staff;Game
6.05;Mecha, Parody, Sci-Fi;Movie;1;Production Reed;Unknown
6.05;Kids;OVA;1;Tezuka Productions;Manga
6.05;Comedy;OVA;1;J.C.Staff, Kitty Films;Manga
6.05;Music, Magic, Fantasy;ONA;1;Unknown;Unknown
6.05;Drama, Mecha, Military, Sci-Fi, Shounen, Space;Special;1;Sunrise;Unknown
6.05;Slice of Life, Comedy, Historical;ONA;40;Unknown;Original
6.05;Game, Kids;TV;51;TMS Entertainment;Game
6.05;Action, Music, Comedy, Historical, Shoujo;TV;12;Studio Deen;Game
6.05;Adventure, Fantasy;Movie;1;Unknown;Unknown
6.05;Action, Sci-Fi;ONA;1;Unknown;Game
6.05;Fantasy, Magic, Supernatural, Demons, Historical, Shoujo;Special;1;Unknown;Visual novel
6.05;Comedy;TV;13;Kanaban Graphics;Original
6.05;Adventure, Comedy, Fantasy;ONA;12;Unknown;Original
6.05;Comedy, Parody, Magic;Special;2;Unknown;Original
6.05;Slice of Life;Movie;4;Seven Arcs, Seven Arcs Pictures;Original
6.05;Action, Fantasy;ONA;12;DR Movie;Game
6.05;Music;Music;1;Unknown;Music
6.05;Military, Music, Drama;Music;1;Unknown;Original
6.05;Sci-Fi;ONA;34;feel.;Original
6.05;Comedy, Sports, Shounen;Special;2;Millepensee;Manga
6.05;Parody;ONA;1;Studio PuYUKAI;Light novel
6.05;Music;Music;1;Unknown;Game
6.05;Hentai;OVA;1;ZIZ Entertainment (ZIZ);Visual novel
6.05;Hentai;OVA;2;Gold Bear;Visual novel
6.05;Adventure, Drama, Fantasy, Sci-Fi;Special;1;Gonzo;Original
6.05;Action, Comedy, Fantasy;OVA;1;J.C.Staff;Light novel
6.05;Music, School, Shoujo;Special;1;David Production;Game
7.69;Slice of Life, Comedy, Ecchi, School, Seinen;TV;12;Shin-Ei Animation;Manga
6.05;Slice of Life, Sports;TV;12;Asahi Production;Other
6.04;Action, Harem, Comedy, Ecchi, Shounen;TV;12;Studio Deen, Studio Hibari, Production Reed;Manga
6.04;Sci-Fi, Comedy, Sports, Shounen;TV;13;J.C.Staff;Original
6.04;Action, Adventure, Mystery, Comedy, Seinen;OVA;1;TMS Entertainment;Manga
6.04;Action, Adventure, Fantasy, Mecha;OVA;3;Sunrise;Unknown
6.04;Hentai, Fantasy;OVA;3;Unknown;Visual novel
6.04;Comedy, School, Shounen, Slice of Life;TV;50;Toei Animation;Manga
6.04;Comedy, Kids;Movie;1;Unknown;Original
6.04;Fantasy, School;Special;1;A-1 Pictures;Unknown
6.04;Adventure, Comedy, Kids;TV;25;Madhouse;Other
6.04;Space, Comedy, Sci-Fi;Movie;1;Shin-Ei Animation;Unknown
6.04;Comedy, Kids, Magic, School;TV;26;Toei Animation;Unknown
6.04;Comedy, Kids, Super Power;TV;26;Unknown;Other
6.04;Hentai;OVA;2;PoRO;Visual novel
6.04;Action, Comedy, Ecchi, Shounen, Super Power;Special;2;Unknown;Unknown
6.04;Comedy, Sci-Fi, Shounen;Movie;1;Toei Animation;Manga
6.04;Sports;OVA;1;Madhouse;Unknown
6.04;Comedy, Kids, Magic;Movie;1;Unknown;Unknown
6.04;Fantasy, Magic, Shoujo;Movie;1;Studio Comet;Original
6.04;Comedy, Historical, Seinen;Special;1;DLE;Unknown
6.04;Comedy, Slice of Life;ONA;7;Trigger;Original
6.04;Slice of Life;OVA;1;Zexcs;Light novel
6.04;Magic, Romance, Fantasy;OVA;1;Unknown;Unknown
6.04;Sports, Shounen;OVA;3;Xebec;Manga
6.04;Romance, Slice of Life, Shoujo;Special;1;Unknown;Manga
6.04;Music, Mystery;OVA;1;Studio Deen;Unknown
6.04;Sci-Fi, Comedy, Shounen;Special;2;Toei Animation;Manga
6.04;Kids, Sci-Fi;Movie;1;Tezuka Productions;Original
6.04;Hentai;OVA;2;Studio 1st;Visual novel
6.04;Drama;Special;1;Ordet;Original
6.04;Slice of Life, Comedy, Supernatural;ONA;9;domerica;Manga
6.04;Adventure, Historical, Demons, Supernatural;ONA;15;Haoliners Animation League;Manga
6.04;Adventure, Comedy, Slice of Life, Super Power;ONA;24;Studio PuYUKAI;Manga
6.04;Kids;Special;3;Unknown;Unknown
6.04;Parody;ONA;1;W-Toon Studio, DMM.futureworks;Manga
6.04;Music, Sports, Shounen;Movie;1;Tatsunoko Production;Original
6.04;Game, Fantasy;ONA;4;Kamikaze Douga;Game
6.04;Adventure, Music, Sci-Fi;Music;1;Unknown;Original
6.04;Comedy;Special;11;Xebec;Manga
6.04;Hentai;OVA;2;Unknown;Manga
6.04;Music;Music;1;Maxilla;Original
6.03;Comedy, Sci-Fi;TV;12;TNK;Original
6.03;Comedy, Drama, Romance, Yaoi;OVA;2;TNK;Light novel
6.03;Kids, Adventure, Fantasy;TV;13;Group TAC;Novel
6.03;Comedy, Fantasy;OVA;3;Production Reed;Visual novel
6.03;Ecchi, Comedy, Harem, Romance;Special;4;Imagin, Studio Live;Original
6.03;Comedy, Fantasy, Sci-Fi;TV;10;Studio 4�C;Book
6.03;Dementia, Fantasy;OVA;1;Studio 4�C;Unknown
6.03;Hentai;OVA;2;Unknown;Manga
6.03;Action, Adventure, Comedy, Magic, Mecha, Sci-Fi;OVA;2;J.C.Staff;Visual novel
6.03;Hentai, School;OVA;2;Unknown;Visual novel
6.03;Drama, Romance, Slice of Life;Movie;1;Madhouse;Novel
6.03;Action, Adventure, Super Power;OVA;1;J.C.Staff;Original
6.03;Hentai, Romance;OVA;2;Unknown;Visual novel
6.03;Historical;ONA;1;Unknown;Other
6.03;Adventure, Historical, Drama;Movie;1;J.C.Staff;Novel
6.03;Hentai;OVA;2;PoRO;Visual novel
6.03;Drama, Fantasy, Romance;Movie;1;Unknown;Unknown
6.03;Sci-Fi;Movie;1;Tezuka Productions;Manga
6.03;Slice of Life, Music;Music;1;OLM;Music
6.03;Sports, Drama, Shoujo;Movie;1;Unknown;Unknown
6.03;Mecha, Military, Sci-Fi;Special;1;Satelight;Original
6.03;Drama, Kids;Movie;1;Toei Animation;Book
6.03;Magic, School, Shoujo;Movie;1;Toei Animation;Unknown
6.03;Hentai;OVA;1;Unknown;Manga
6.03;Slice of Life, Comedy, Fantasy;Special;1;SANZIGEN;Web manga
6.03;Adventure, Fantasy;TV;51;Toei Animation;Unknown
6.03;Magic, Slice of Life;ONA;1;Studio 4�C;Unknown
6.03;Ecchi, Comedy, Shoujo Ai;Special;1;LMD;Manga
6.03;Action, Fantasy, Magic;TV;12;Madhouse;Light novel
6.03;Adventure, Sports;Special;7;Tatsunoko Production, SynergySP;Manga
6.03;Horror, Mystery, Supernatural;Special;2;Studio Pierrot;Original
6.03;Hentai;OVA;1;Jumondo;Original
6.03;Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural;TV;10;Arms;Manga
6.03;Parody, Comedy, School, Seinen;TV;12;Unknown;4-koma manga
6.03;Kids;TV;36;Polygon Pictures;Game
6.03;Comedy, Fantasy, School, Shounen, Supernatural;ONA;1;Haoliners Animation League;Unknown
6.03;Drama, Kids, Slice of Life;TV;13;Production I.G, OLM;Original
6.03;Comedy, Magic, Shoujo;TV;36;Unknown;Unknown
6.03;Action;ONA;1;Gonzo;Original
7.52;Sci-Fi, Comedy, Kids, Shounen;TV;12;Shin-Ei Animation;Manga
6.03;Comedy;TV;34;Unknown;Unknown
6.03;Slice of Life, Seinen;TV;12;Unknown;Manga
6.03;Adventure, Magic, Fantasy, School;TV;12;SILVER LINK.;Card game
6.03;Music, Dementia;Music;1;Unknown;Original
6.03;Sports, School;Special;2;Unknown;Novel
6.03;Hentai;OVA;1;Unknown;Visual novel
6.03;Dementia;Movie;1;Tomoyasu Murata Company;Original
6.03;Hentai;OVA;1;T-Rex;Manga
6.03;Hentai;OVA;1;Unknown;Manga
6.03;Comedy, Parody;Movie;1;Khara;Manga
6.03;Fantasy, Shounen;ONA;1;Toei Animation;Other
6.03;Action, Super Power, Magic;ONA;6;A.C.G.T.;Visual novel
6.03;Sci-Fi, Adventure, Kids;TV;13;Unknown;Original
6.03;Action, Sci-Fi;TV;12;Satelight;Game
6.03;Action, Adventure, Super Power, Fantasy, Shounen;TV;13;Pierrot Plus;Manga
6.03;Dementia, Music;Movie;1;Unknown;Original
6.03;Action, Demons, Supernatural;TV;12;Production I.G, LandQ studios;Original
6.03;Music;Music;2;HOTZIPANG;Original
6.03;Action, Police, Vampire, Fantasy;TV;12;Anima&Co.;Original
6.03;Mystery, Historical;TV;12;LIDENFILMS;Novel
6.03;Action, Ecchi, Martial Arts, Fantasy;ONA;1;Wolf Smoke Studio;Original
6.03;Drama, Sports;ONA;1;Studio Colorido;Original
6.03;Sci-Fi, Super Power, Martial Arts;ONA;1;Marza Animation Planet;Game
6.02;Comedy, Romance, Hentai;OVA;3;Unknown;Unknown
6.02;Ecchi, Fantasy, Comedy, Romance;OVA;3;Zexcs;Manga
6.02;Music, Slice of Life, Drama, Romance, Shoujo;TV;10;OLM;Original
6.02;Action, Adventure, Fantasy, Magic, Supernatural;OVA;3;Triangle Staff;Unknown
6.02;Action, Sci-Fi, Mecha, Shounen;TV;12;Plum;Original
6.02;Romance, Shounen Ai;OVA;1;Unknown;Novel
6.02;Mecha, Parody, Sci-Fi;OVA;2;Sunrise;Unknown
6.02;Hentai;OVA;1;Y.O.U.C;Original
6.02;Hentai;OVA;1;Unknown;Visual novel
6.02;Hentai, Magic, Romance, School;OVA;4;Unknown;Unknown
6.02;Game;TV;26;Unknown;Unknown
6.02;Shounen, Sports;OVA;6;Unknown;Unknown
6.02;Adventure, Comedy, Game, Sports;TV;12;Unknown;Original
6.02;Action, Adventure, Sci-Fi;Special;1;Unknown;Unknown
6.02;Action, Kids, Adventure, Sports, Comedy;TV;53;Tatsunoko Production;Unknown
6.02;Adventure, Fantasy, Magic, Shounen;Movie;1;Unknown;Game
6.02;Comedy, Parody, Seinen, Sports, Super Power;Special;4;AIC ASTA;Manga
6.02;Adventure;TV;28;J.C.Staff;Original
6.02;Action, Comedy;TV;10;DLE;Game
6.02;Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy;OVA;6;Unknown;Manga
6.02;Comedy;Special;13;Zexcs;Game
6.02;Kids;TV;25;Digital Media Lab;Other
6.02;Hentai;OVA;1;Unknown;Manga
6.02;Ecchi, Fantasy, Supernatural, School, Vampire, Seinen;OVA;2;Lilix;Manga
6.02;Fantasy, Romance;OVA;1;Tezuka Productions;Manga
6.02;Kids, Fantasy;OVA;1;Unknown;Unknown
6.02;Drama;Special;1;Unknown;Unknown
6.02;Music;Music;1;Unknown;Unknown
6.02;Game;Special;1;Xebec, OLM;Card game
6.02;Action, Adventure, Comedy, Fantasy;ONA;1;Unknown;Unknown
6.02;Music;Music;1;Unknown;Original
6.02;Hentai;OVA;2;PoRO;Visual novel
6.02;Comedy, Mystery, School, Super Power;Movie;2;Lerche;Original
6.02;Comedy;Special;1;J.C.Staff;Original
6.02;Music;Music;1;Unknown;Music
6.02;Music;Special;1;Unknown;Original
6.02;Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural;Special;1;Millepensee, GEMBA;Manga
6.02;Comedy, Parody;Special;4;Unknown;Manga
6.02;Adventure, Comedy, Fantasy;Special;1;Unknown;Light novel
7.28;Action, Adventure, Comedy, Kids, Fantasy;TV;12;OLM;Game
6.02;Music;Music;1;Unknown;Unknown
6.02;Adventure, Comedy;TV;24;Studio Crocodile;Original
6.01;Kids, Fantasy, Comedy;TV;39;Tatsunoko Production;Unknown
6.01;Action, Supernatural, Magic, Fantasy;TV;6;Unknown;Unknown
6.01;Romance, Drama;OVA;2;Studio Pierrot;Manga
6.01;Action, Comedy, Ecchi, Fantasy, Supernatural;OVA;2;Daume;Manga
6.01;Action, Drama, Sci-Fi, Shoujo, Super Power;OVA;5;Tatsunoko Production;Manga
6.01;Action, Military, Sci-Fi, Adventure, Space, Mecha;OVA;4;AIC;Original
6.01;Hentai;OVA;2;Unknown;Visual novel
6.01;Action, Sci-Fi, Adventure, Comedy;OVA;1;Kaname Productions, Idol;Original
6.01;Adventure, Comedy;TV;50;Studio Pierrot;Picture book
6.01;Action, Sci-Fi, Space, Mecha;OVA;1;Unknown;Unknown
6.01;Cars, Sports, Shounen;TV;36;Kokusai Eigasha;Manga
6.01;Sci-Fi, Music, Space;Music;1;Unknown;Unknown
6.01;Harem, Hentai, School;OVA;2;Unknown;Manga
6.01;Horror, Super Power, Drama, Romance, Shoujo;OVA;3;Magic Bus;Manga
6.01;Game, Adventure, Kids;TV;50;SynergySP;Unknown
6.01;Music, Kids;Music;1;Studio Ghibli, Ajia-Do;Original
6.01;Action, Historical, Military, Super Power, Supernatural;Movie;1;Studio 4�C;Original
6.01;Action, Mecha, Sci-Fi;TV;38;Nippon Animation;Unknown
6.01;Comedy, Ecchi, Romance;TV;36;Studio Bogey, Public & Basic;Manga
6.01;Drama;Movie;1;Studio Meditation With a Pencil;Unknown
6.01;Comedy, Supernatural;Movie;1;P.A. Works;Original
6.01;Action, Military, Sci-Fi, Space, Drama, Mecha;Special;1;Sunrise;Radio
6.01;Action, Sci-Fi, Fantasy, Mecha;OVA;3;Sunrise;Unknown
6.01;Ecchi;Special;4;TAKI Corporation;Unknown
6.01;Hentai;OVA;4;PoRO;Visual novel
6.01;Hentai;OVA;1;Unknown;Manga
6.01;Action, Drama, Fantasy, Shoujo, Supernatural;OVA;1;Studio Blanc;Original
6.01;Drama, Romance;OVA;1;Tezuka Productions;Manga
6.01;Comedy, Parody, Mecha;Special;1;Unknown;Unknown
6.01;Kids;OVA;1;Unknown;Unknown
6.01;Hentai;OVA;2;Unknown;Manga
6.01;Fantasy, Kids;Special;1;Unknown;Unknown
6.01;Comedy, Kids;Special;3;Shin-Ei Animation;Unknown
6.01;Fantasy, Kids, Magic, Slice of Life;TV;139;OLM;Original
6.01;Comedy, Drama;OVA;1;Zexcs;Light novel
6.01;Sci-Fi, Music;Music;1;Unknown;Original
6.01;Slice of Life, Comedy;TV;12;Pierrot Plus;Manga
6.01;Magic, Fantasy, School;Special;2;Hoods Entertainment;Light novel
6.01;Sports;ONA;11;C2C;Manga
6.01;Music;Music;1;HOTZIPANG;Other
6.01;Sci-Fi, Drama;ONA;1;Sunrise;Original
6.01;School;ONA;12;Unknown;4-koma manga
6.01;Music, School;ONA;1;Unknown;Unknown
6.0;Action, Ecchi, Comedy, Sci-Fi;TV;12;Studio Fantasia, Amber Film Works;Original
6.0;Drama, Romance, School, Supernatural;TV;13;Radix;Visual novel
6.0;Comedy, Ecchi, Romance, School;OVA;1;Unknown;Visual novel
6.0;Adventure, Drama, Fantasy, Shounen;OVA;1;Unknown;Unknown
6.0;Action, Historical, Seinen;TV;12;Studio Egg;Manga
6.0;Hentai;OVA;2;Unknown;Original
6.0;Hentai;OVA;2;Unknown;Visual novel
6.0;Action, Comedy, Sports, Shounen;Movie;1;Toei Animation;Unknown
6.0;Comedy, Mecha, Sci-Fi;Special;9;Sunrise;Unknown
6.0;Hentai;OVA;3;Unknown;Unknown
6.0;Action, Martial Arts, Super Power, Seinen;OVA;1;Magic Bus;Unknown
6.0;Comedy;TV;300;Tatsunoko Production;Unknown
6.0;Magic;OVA;2;Nomad;Game
6.0;Hentai;OVA;2;Unknown;Visual novel
6.0;Hentai;OVA;2;Suzuki Mirano;Visual novel
6.0;Adventure, Fantasy;Movie;1;Toei Animation;Original
6.0;Fantasy, Historical;TV;1471;Group TAC;Unknown
6.0;Fantasy, Shoujo;Special;1;Yumeta Company;Manga
6.0;Supernatural, Historical;Movie;1;Unknown;Original
6.0;Adventure, Comedy, Fantasy;Movie;1;Unknown;Unknown
6.0;Action, Adventure, Ecchi, Fantasy;Special;6;Arms;Other
6.0;Action, Fantasy, Historical;Special;1;Production I.G;Original
6.0;Demons, Drama, Historical, Romance;ONA;1;Unknown;Original
6.0;Music, Kids, Fantasy;Music;1;Unknown;Original
6.0;Action, Fantasy;OVA;3;Unknown;Unknown
6.0;Hentai;OVA;2;Unknown;Manga
6.0;Sci-Fi;Movie;1;Kamikaze Douga;Original
6.0;Comedy;ONA;13;Unknown;Unknown
6.0;Comedy, Supernatural;TV;13;Passione;Original
6.0;Comedy, Fantasy;Special;1;Unknown;Unknown
6.0;Action, Mecha, Sci-Fi, Seinen;ONA;1;Nomad;Original
6.0;Slice of Life, Comedy, Josei;TV;12;Seven;Manga
6.0;Comedy, Fantasy, Kids;TV;10;Cyclone Graphics;Unknown
6.0;Hentai;OVA;2;Unknown;Manga
6.0;Kids, Fantasy;OVA;1;Unknown;Unknown
6.0;Action, Sci-Fi, Romance, Mecha;Movie;1;Unknown;Original
6.0;Comedy, School;TV;12;Creators in Pack;Manga
6.0;Drama, School;Special;3;Unknown;Original
6.0;Comedy;ONA;1;Unknown;Manga
6.0;Comedy, Parody;Movie;1;Unknown;Manga
6.0;Action, Police, Magic, Fantasy;ONA;1;SANZIGEN;Original
6.0;Slice of Life, Magic, Fantasy;Movie;1;Toei Animation;Original
6.0;Slice of Life;ONA;11;A-1 Pictures;4-koma manga
6.0;Parody, Samurai;Special;1;Unknown;Other
6.0;Comedy, Parody;Special;3;Unknown;4-koma manga
6.0;Hentai;OVA;1;Unknown;Web manga
6.0;Action, School, Sci-Fi, Sports;TV;12;SILVER LINK.;Game
6.0;Comedy, Romance, Seinen;TV;12;Studio A-CAT;Manga
6.0;Fantasy, Game, Military, Music, Sci-Fi;ONA;1;Unknown;Game
6.0;Kids;TV;48;Science SARU;Manga
6.0;Slice of Life, Comedy, Seinen;TV;24;Unknown;4-koma manga
6.0;Comedy, Romance, Ecchi;TV;8;Studio Hokiboshi;Web manga
5.99;Historical, Horror, Supernatural;OVA;4;Madhouse;Novel
5.99;Action, Parody, Comedy, Sci-Fi;TV;12;Studio Pierrot;Original
5.99;Mecha;TV;12;Production Reed;Original
5.99;Action, Adventure, Martial Arts, Samurai;OVA;2;Unknown;Visual novel
5.99;Hentai;OVA;3;Unknown;Unknown
5.99;Kids, Adventure, Fantasy, Historical, Sci-Fi;TV;26;Tatsunoko Production;Original
5.99;Hentai;OVA;1;Unknown;Visual novel
5.99;Comedy, Sci-Fi, Super Power;OVA;1;Studio Pierrot;Manga
5.99;Adventure, Fantasy, Kids;TV;26;Unknown;Unknown
5.99;Mecha, Sci-Fi, Space;OVA;4;Unknown;Unknown
5.99;Ecchi, Romance, Seinen;OVA;1;Hoods Entertainment;Manga
5.99;Kids;Special;4;OLM;Unknown
5.99;Drama, Supernatural;Movie;1;Unknown;Unknown
5.99;Adventure, Super Power, Demons, Supernatural;Movie;1;Toei Animation;Unknown
5.99;Comedy, Historical;TV;77;Tokyo Movie Shinsha;Manga
5.99;Action, Game, Kids;TV;24;Unknown;Original
5.99;Space, Comedy, Seinen;Special;1;DLE;Manga
5.99;Fantasy;Special;6;Production I.G;Unknown
5.99;Sci-Fi, Seinen;Special;1;Gainax;Original
5.99;Hentai;Special;1;Unknown;Visual novel
5.99;Comedy, Slice of Life;TV;12;Seven;4-koma manga
5.99;Comedy, Ecchi, Romance, Shounen, Slice of Life;OVA;6;Brain's Base;Manga
5.99;Fantasy, Historical;Movie;1;Unknown;Other
5.99;Comedy, Shounen;Special;1;Unknown;Manga
5.99;Action, Sci-Fi, Mecha;TV;13;Actas;Original
5.99;Comedy, Parody, Fantasy;ONA;12;Studio PuYUKAI;Original
5.99;Comedy, Slice of Life, Supernatural;Special;1;domerica;Manga
5.99;Action, Fantasy;ONA;1;Unknown;Game
5.99;Game, Fantasy;ONA;2;Wit Studio;Game
